doc6	3	Suffering from ALS has a direct negative effect on the patient's nutritional status.
doc6	4	Malnutrition is widespread in patients with ALS. Malnutrition affects muscular strength and immunity, leading to the progression of disease and death.
doc6	5	Several clinical trials have shown that malnutrition is an independent predictive factor.
doc6	6	Therefore, it is important to have an early and periodic nutritional assessment in patients with ALS to adapt iin every moment patient’s diet to their clinical condition.
doc7	1	Gullo´s Syndrome (Benign Pancreatic Hyperenzymemia): Report of the First Two Cases in Basque Country
doc7	2	Gullo´s syndrome is a benign pancreatic hyperenzymemia that appears in healthy individuals and that it maintained over time, with fluctuations and transient normalization of pancreatic enzyme values in the absence of any evidence of clinical or morphological pancreatic disease.
doc7	3	Its correct diagnosis is important to assure the carriers of the defect that there is no pancreas disease and to avoid unnecessary examinations, treatments and hospitalizations.
doc8	1	Syndrome of inappropriate secretion of antidiuretic hormone (SIADH) as a form of presentation of a small cell carcinoma of the lung
doc8	2	Small cell lung cancer (SCLC) , previously known as oat cell carcinoma, constitutes about 15 to 20% of lung cancers.
doc8	3	Compared to other solid tumors, small cell lung carcinoma is one of the fastest growing tumor and it has a greater tendency to develop distant metastasis earlier.
doc8	4	Local symptoms include cough, dyspnea, thoracic pain, wheezing or atelectasis.
doc8	5	In regards to distant metastasis, the most common organs to be affected are bone, liver, and brain.
doc8	6	On the other hand, also highlight the fact that it is one of the solid tumors that most often produce paraneoplastic syndromes like cushing syndrome, SIADH, or Lambert-Eaton myasthenic syndrome.
doc8	7	The following is an interesting case of a patient that was hospitalized in our service because of a severe hyponatremia due to SIADH. The purpose is to outline the possible diagnosis of having small cell lung carcinoma.
doc9	1	Management of cerebral arteriovenous malformations
doc9	2	Radiosurgery in the treatment of cerebral arteriovenous malformations (AVM) has, as its main objective, to produce its obliteration.
doc9	3	A 66-year-old patient diagnosed with an AVM in the midbrain of the cranio cerebral trunk (TBI), grade III according to the Spetzler-Martin assessment scale, which debuted with tetraventricular hemorrhage.
doc9	4	The treatment of AVM is performed with radiosurgery and its obliteration is verified after one year, with no associated morbidity.
doc9	5	Radiosurgery in cerebral AVM is a very comfortable treatment for the patient, allowing to achieve similar results in efficacy to its two alternatives (surgery and endovas cular embolization), with a lower morbidity and mortality rate.
doc10	1	Psychopathological approach to Juan Ramón Jiménez, Nobel Prize for Literature
doc10	2	We present a biographical sketch of Juan Ramón Jiménez and his wife, Zenobia Camprubí, focusing on the possible psychopathology that the poet may have endured throughout his life. We will never be certain of the exact illness, or illnesses, that he had, though it seems probable that he suffered from a recurrent depressive disorder.
doc10	3	We could also presuppose certain abnormal personality traits, but this must not lead us to the inequivocal assumption of an existing personality disorder.
doc11	1	Psychological improvement of over 55 years old students that attend the university for older people at the University of the Basque Country
doc11	2	Increased longevity is a worldwide phenomena.
doc11	3	As people live more, it is necessary to ensure a satisfying and healthy life for them.
doc11	4	There is a higher amount of people out of the working life and there is a need of choices to spend the leisure time and there is a need of social inclusion.
doc11	5	The aim of the study was to measure the emotional condition in a group of elderly students, basing on the hypothesis of which these persons improve in this aspect thanks to the effect that produces in them the experience of the University for people aged over 55 years in the University of the Basque Country.
doc11	6	63 people, over 55 years old students attending the University of the Basque Country, were evaluated using the the Brief Symptom Inventory (BSI).
doc11	7	Socio-demographic data were also collected.
doc11	8	So, as life expectancy is increasing, population ageing is a major global trend and there is a need for transforming economies and societies around the world.
doc11	9	We think it is important to continue creating resources for old people since most of them at retirement age still have very good physical and psychological health.
doc11	10	Isolation and mental health problems must also be addressed to ensure that they have a good quality of life.
doc12	1	The patient in peritoneal dialysis
doc13	1	Study of vitamin D levels in different populations
doc13	2	Numerous studies have shown a high prevalence of vitamin D insufficiency and deficiency in both healthy population and patients with different diseases.
doc13	3	In addition, vitamin D deficiency is considered to have a great impact in the evolution of these diseases.
doc13	4	The main aim of this study is to measure vitamin D levels in three different populations (healthy young students, patients with autoimmune hypothyroidism and patients with bone and joint infection), and to compare the obtained results with previously published studies.
doc13	5	A total of 260 participants were included: 100 healthy young students, 125 hypothyroid patients and 35 patients with bone and joint infections.
doc13	6	The prevalence of vitamin D (25(OH)D) sufficiency (≥ 30 ng/ml), insufficiency (21-29 ng/ml) and deficiency (≤20 ng/ml) was evaluated.
doc13	7	While 15.4% of the studied subjects were vitamin D sufficient, 43.1% were insufficient and 41.5% were deficient.
doc13	8	The prevalence of vitamin D deficiency in the healthy student’s group was 21%, it increased to 49.6% in the group of patients with hypothyroidism and added up to 62.9% in the ones with bone and joint infections.
doc13	9	The research proved that only 22% of the healthy young people, 12.8% of the hypothyroid patients and 2.9% of the patients with bone and joint infection had sufficient levels of vitamin D.
doc13	10	The prevalence of deficient and insufficient vitamin D levels was very high in each study group, similar to those in previously published studies.
doc13	11	Our data strongly suggest that vitamin D levels should be measured in the population at risk of vitamin D deficiency (such as patients with bone and joint infection and patients with hypothyroidism), and that vitamin D-enriched food should be promoted for the general population.
doc14	1	Infection with the human T-cell lymphotropic virus in Spain - 30 years of evolution (1986-2016)
doc14	2	The Human Retroviruses are a group of viruses that infect vertebrates and that can result in disease.
doc14	3	The human T-cell lymphotropic virus (Human T-cell lymphotropic virus HTLV) belongs to the Retroviriade family and have been described to date, four variants phylogenetic relationships: HTLV-1, HTLV-2, HTLV-3 and HTLV-4.
doc14	4	In the year 1986 was first analyzed the frequency of natural antibodies to the retrovirus HTLV-1 in Spain.
doc14	5	During 30 years of study, 327 people have been found to be carriers of the infection.
doc14	6	With regard to the HTLV-2 infection, in the year 1990 were detected the first 2 cases in Spain.
doc14	7	Since then and until December 2016, 793 have been found.
doc14	8	Up to the present, there is no evidence of the existence in the State, of infection by the retrovirus HTLV-3 and HTLV-4.
doc14	9	The HTLV infection constitutes a challenge that requires remain expectant.
doc15	1	Leptospiras and health crisis in the estuary of Bilbao
doc15	2	The information in the media of Bilbao, explaining the existence of leptospirosis infections in several triathletes who had participated in a race in the Ría last May, has caused an intense controversy around the uses of the river course in Bilbao.
doc16	1	Thalidomide can reduce refractory gastrointestinal bleeding from gastrointestinal arteriovenous malformation
doc16	2	Comparing to iron alone Thalidomide can reduce gastrointestinal bleeding (–67%), red blood cell transfusion (–37%), hospitalizations (–54%) and active gastrointestinal bleeding (–46%).
doc16	3	Because the number of patients is small further research is needed.
doc17	1	Canavan Disease (Aspartoacylase Deficiency): Report of the First Case in Basque Country and a Novel Mutation in Europe
doc17	2	Canavan disease, a rare genetic and metabolic neurodegenerative disorder, occurs at early ages, causing visual, neurological alterations, and fatal consequences.
doc17	3	There is no curative treatment, although lithium citrate is being investigated.
doc17	4	The authors report the first case of Canavan disease in Basque Country associated to a novel mutation which is identified for the first time in Europe.
doc18	1	Taxus baccata intoxication
doc18	2	Taxus baccata is one of the most poisonous trees in the world.
doc18	3	It contains taxanes and toxic alkaloids: the most dangerous one is the taxine.
doc18	4	It is a fairly common plant in our environment and could be extremely dangerous; however, yew poisoning is quite rare.
doc18	5	Cases may occur by voluntary or accidental form.
doc18	6	Therefore, the rapid orientation and diagnosis of suspected episodes are important, in order to treat it quickly.
doc18	7	A man was transferred to the hospital with no symptoms after autolytic attempt by abundant yew leaves ingestion.
doc18	8	He presented respiratory alkalosis, reduced consciousness and ventricular tachycardia.
doc18	9	He was treated urgently and fully recovered in a week.
doc18	10	There are no specific analytical alterations in this intoxication.
doc18	11	Taxine compound analysis is not made in clinical laboratories.
doc18	12	The final diagnosis was confirmed by the detection of 3,5-dimethoxyphenol (a taxine metabolite), by gas chromatography-mass spectrometry.
doc18	13	Samples were analyzed by the Institute of Toxicology.
doc19	1	Pregnancy and lactation-related breast pathology review
doc19	2	The aim of this review is to discuss both the clinical and the radiological appearance, as well as the best therapeutic options, regarding the commonest breast-pathology related to pregnancy and lactation.
doc19	3	Important hormonal changes happen during pregnancy and lactation.
doc19	4	These variations will cause physiological changes on different body organs, including the breast tissue, where not only physiologic changes but also pathology can occur.
doc19	5	Breast-pathology related to pregnancy and breastfeeding is benign in most cases and needs no further study, galactocele, infectious mastitis, fibroadenoma and lactation-related adenoma being some of the commonest diagnoses.
doc19	6	It is mandatory for any radiologist to be familiar with these terms, since despite their benign nature some of them need to exclude malignancy during the diagnostic process.
doc19	7	Most of the cases are diagnosed in symptomatic patients, new-onset breast lump being the most frequent symptom.
doc19	8	Breast ultrasound is the imaging modality of choice during these periods, while the other imaging techniques will be used on a second-time basis only when information provided by the ultrasound examination is insufficient.
doc19	9	Pregnancy-associated breast-cancer is the most frequent malignancy during pregnancy and breastfeeding. Despite not being as frequent as the previously mentioned benign pathology, its early diagnosis is essential in order to let the oncologic committee ensure the earliest and best medical attention for the patient.
doc20	1	The latest steps in antidepressant treatment: present and future
doc20	2	Depression is among the most common psychiatric diseases in today’s society, and its incidence is steadily increasing.
doc20	3	Many theories have attempted to explain depression’s origin and etiology, but various aspects of its neurobiology are still unknown.
doc20	4	The most relevant hipotesis of depression are the monoaminergic, the neurotrophic and the neuroinflammatory, and this review discusses their origin, evidence and features, along with a few other theories’.
doc20	5	In the past, antidepressant drug discovery happened by chance, and the study of effective substances at improving symptoms contributed greatly to the knowledge of the neurobiology of depression.
doc20	6	Classical antidepressants constitute the base of the pharmacological treatment of depression: monoaminoxidase inhibitors, tricyclic antidepressants and monoamine reuptake inhibitors.
doc20	7	Newer drugs, like trazodone and mirtazapine, possess a more complex pharmacodynamic profile.
doc20	8	With the aim to avoid their usual adverse effects, and to improve their effectiveness, alternative mechanisms have been explored. This research has resulted in the discovery of substances such as agomelatine, tianeptine and vortioxetine, but their use and efficacy are not very widespread.
doc20	9	Nonetheless, ketamine has recently revolutionised the research of antidepressants, since it has proven to be a fast-acting, potent antidepressant, even in resistant cases, in addition to being safe and well-tolerated.
doc20	10	Lastly, psychedelic substances have been known to improve symptoms of a variety of psychiatric diseases, including depression.
doc20	11	Specifically psilocybin has shown great prospects as an antidepressant in a number of studies. Despite its undeniable beneficial effects on depressed patients, its antidepressant mechanisms are not entirely clear, and research in the field is currently trending.
doc21	1	Effect of exercise on cognitive and physical function in institutionalized older adults with cognitive impairment: systematic review
doc21	2	In recent years, the prevalence of cognitive impairment has increased among the elderly, becoming one of the main reasons for suffering dependency and being institutionalized.
doc21	3	Previously in the literature it has been reported that exercise induces improvements on cognitive and physical function in older adults with cognitive impairment.
doc21	4	However, there is no consensus regarding the appropriate exercise type to approach those improvements.
doc21	5	Therefore, the main aim of the present study was to perform a systematic review regarding the effects of exercise on cognitive function of institutionalized older adults with cognitive impairment.
doc21	6	In addition, a second aim was to evaluate the effects of exercise in physical function.
doc21	7	To achieve this aim a systematic review of clinical trials was performed on the Pubmed database.
doc21	8	Methodological quality was assessed using the PEDro scale.
doc21	9	A total of 7 studies were analyzed.
doc21	10	In all the analyzed studies the intervention group performed aerobic or multicomponent exercises.
doc21	11	As regards to cognitive function while significant improvements were observed in 3 studies, in other 3 studies cognitive function did not change. Besides, a cognitive decline was observed in the intervention group in one study.
doc21	12	Concerning physical function, results were heterogeneous.
doc21	13	Exercise has a positive effect on cognitive function in older adults with cognitive impairment although the cognitive impairment level affects the proportion of its benefits.
doc21	14	Similarly, exercise seems to improve physical function although in most of the studies these results are not statistically significant.
doc22	1	In urinary retention, bladder catheterization and fast decompression doesn ́t have more complication risk than gradual decompression
doc22	2	When an acute urinary retention happens, making a catheterization and a fast decompression is a safe, fast and comfortable method.
doc22	3	About complications, there aren`t statistically significant differences between fast and gradual decompression.
doc23	1	Usual nursing diagnoses in patients who have suffered a stroke
doc23	2	Stroke is defined as an acute disturbance of one or more brain functions, either permanent or transient, caused by a disturbance of cerebral circulation.
doc23	3	Many of those who have suffered from this disease need help in the management of the disability and in the rehabilitation process.
doc23	4	Nurses have a role to play in this.
doc23	5	This paper summarizes the most common nursing diagnoses that direct nursing interventions.
doc24	1	Coronavirus 19 Disease: tratment search and systematic review
doc24	2	The drugs studied do not accelerate the conversion of PCR from positive to negative.
doc25	1	Pharmaceutical-provision, which medicines will be paid and to what price?
doc25	2	The pharmaceutical-provision of the public health system includes the medications that will satisfy the populations` clinical needs and will be paid with public funds.
doc25	3	In the southern Basque Country, different organizations will participate in the selection of these medicines.
doc25	4	The decisions of these organisations are public and can be consulted online on different websites.
doc26	1	Feelings of loneliness, suffering beyond the symptoms of covid-19
doc26	2	Covid-19 is a cruel companion.
doc26	3	In addition to its symptoms and health effects, it has another effect, severe and incurable: loneliness.
doc26	4	The patient's loneliness and the loneliness of the family, because they can't be close to the patient.
doc26	5	Many people have passed on alone.
doc26	6	We have also suffered that loneliness, but we were able to heal the wounds.
doc27	1	Nicolás Achúcarro Lund: a biographical sketch of the first basque neuroscientist
doc27	2	We wrote a brief biography of Nicolás Achúcarro Lund. Achúcarro was a medical doctor born in Bilbao.
doc27	3	Many consider him the first Basque neuroscientist or, at least, the first neuroscientist of said region to have had an extensive international projection.
doc27	4	In this paper we look into different aspects and chapters of his life: his family, his first studies, his medical degree, the neuropsychiatric specialization, his American stage, his professional return to Spain, his illness and death, and his posthumous recognitions.
doc28	1	The american stage of Nicolás Achúcarro: histopathologist at Saint Elizabeths Hospital in Washington, D. C. (1908-1910)
doc28	2	In September 1908, the Basque neuropsychiatrist Nicolas Achúcarro moved from the Psychiatric Clinic of Munich to the Government Hospital for the Insane in Washington, D. C. with the task to organize and head the new histopathology laboratory.
doc28	3	With an abundance of resources and full freedom to work, he launched the histopathological laboratory, and contributed a series of articles to the hospital Bulletin, which earned him a solid scientific reputation.
doc28	4	Achúcarro stayed in Washington until May 14, 1910, when he resigned his position and moved to Madrid, to work with Santiago Ramón y Cajal in his laboratory of biological research.
doc28	5	Later, in September 1912, he was invited by the Fordham University of New York to teach in the International Extension Course in Medical and Nervous Diseases, together with the English neurologist Henry Head and the Swiss psychoanalyst Carl G. Jung, among other prominent figures.
doc28	6	Drawing on the writings of Achúcarro, letters to his family, and the press of the time, this paper analyzes his work in the United States as well as his contributions to neuroscience before his untimely death in 1918 at the young age of 37.
doc29	1	Achucarro Basque Center for Neuroscience, knowledge to cure
doc29	2	The Basque Government and the University of the Basque Country (UPV/EHU) created the Achucarro research center in 2012 with the aim of fostering the development of neurosciences in Euskadi.
doc29	3	Its main task is the study of the biology of glial cells in the healthy and diseased brain, being one of the few institutions specialized in this topic which has become currently very prominent and active.
doc29	4	The Center has strong translational emphasis (knowledge to cure), and its ultimate goal is the discovery of new treatments for the diseases of the nervous system.
doc30	1	Hospital psychiatric care in Bizkaia.
doc30	2	From the Nuestra Señora de Gracia Hospital (Zaragoza) and the jail in Bilbao, to the Nicolás Achúcarro Neuropsychiatric Institute (currently Zamudio Hospital)
doc30	3	Historical tour of the origins and vicissitudes of hospital psychiatric care in Bizkaia, taking as a starting point the beginning of the 19th century and the terrible healthcare conditions of the time.
doc30	4	At first, the acutely alienated were barred from entering the then Achuri General Hospital, being sent to one of the prisons in Bilbao, along with beggars, criminals, and prostitutes.
doc30	5	"If their state of illness maintained, the absence of an institution for ""insane"" in the territory, forced the hospitalization in other provinces, far away from their family and friends, from which, sooner or later, they were totally uprooted given the long stays, even for decades."
doc30	6	A provincial madhouse was a long-standing aspiration, which finally never came to completion in its entirety, with partial responses such as the Bermeo hospital in 1900, or later the old spa of Zaldibar, “provisionally” dedicated to hospital purposes from 1923.
doc30	7	Since then, there have been several attempts to take up the matter of the provincial madhouse, with some scandals and complaints even from outside, forming a surprising succession of multiple proposals and failed projects until the last third of the 20th century.
doc30	8	Among many others, the most ambitious project was the one promoted in the early 1930s, where a macro hospital complex was planned to welcome 1,300-1,500 patients and was finally transferred in 1951 to the Bishopric of Bilbao, for seminar purposes.
doc30	9	It was in the late 1960s that a new psychiatric clinic project materialized, the current Zamudio Hospital of the Bizkaia Mental Health Network, Osakidetza.
doc31	1	Stereotactic radiotherapy (SRS) of brain metastases
doc31	2	A review is made of the local treatment modalities of brain metastases, either single or multiple (1 to 4, 5 to 10 metastases) that have been carried out during the last 30 years, highlighting the determining role of stereotactic radiosurgery as a single treatment modality.
doc32	1	Stereotactic radiotherapy (SBRT) of pulmonary oligometastases
doc32	2	A review of the local treatment options of the pulmonary oligometastatic disease is carried out, highlighting the determining role that the use of extracranial stereotactic radiotherapy (SBRT) in the local control of the disease is acquiring.
doc33	1	Urology: where do we come from and where are we going
doc33	2	In recent decades, urology as a specialty has gained great relevance outside of general surgery.
doc33	3	This progress is a consequence of the high prevalence of urological diseases and their enormous economic and social impact; at the same time of significant technological innovations and medical therapies used to treat the pathologies of the genitourinary system.
doc34	1	New cardiac imaging techniques
doc34	2	This article discusses three advanced techniques that are used as a complement to classic tests such as the electrocardiogram and echocardiogram: three-dimensional echocardiography (3D), computerized axial tomography (CT) of the coronary arteries and cardiac magnetic resonance (MR).
doc35	1	Advances in interventional cardiology
doc35	2	Interventional cardiology is a subspecialty that deals with the diagnosis and percutaneous treatment of heart disease.
doc35	3	The procedures are performed in a digitalized haemodynamic room that has the most advanced technology.
doc36	1	New steps in cardiac electrophysiology
doc36	2	The text discusses the areas of development of cardiac electrophysiology that have the greatest impact in routine clinical practice: navigation systems and ablation of arrhythmias, cordless cardiac stimulation, treatment of heart failure with devices, primary and secondary prevention of sudden death with defibrillators and surgery for arrhythmias.
doc37	1	Epidemiological, clinical and microbiological research of genital herpes in the area of Bilbao
doc37	2	Genital herpes (GH) is a major public health problem.
doc37	3	According to the latest estimates of seroprevalence of WHO there were 500 million people worldwide with two types of herpes simplex virus (HSV) genital infection.
doc37	4	In recent decades there has been a clear increase of GH caused by HSV type 1, especially in young women.
doc37	5	The objective of this study was to analyze the proportion of HSV types 1 and 2 in genital infections and the epidemiological, clinical and therapeutics characteristics of the patients with GH.
doc37	6	Epidemiological retrospective study from STD clinic patients with GH of Bilbo-Basurto integrated health organization during years 2004–2015.
doc37	7	According to the results obtained, the proportion of patients with GH increased during the study period, especially genital infections by HSV type 1.
doc37	8	These infections were higher among young women, with first episode of GH and prior contact with a partner’s oral-labial herpes, homosexual men and oral sex.
doc37	9	Sexual behaviors associated with HSV type 2 infection were prostitution and prior STD.
doc37	10	An increase in the incidence of genital infections caused by HSV type 1 was found, especially in young women.
doc37	11	To expand the obtained information, it would be interesting to conduct a seroprevalence study in the general population in our geographical area.
doc38	1	Surgical management of the thumb arthritis.
doc38	2	Personal experience and assessment of the different techniques.
doc38	3	Osteoarthritis of the thumb carpometacarpal (CMC) joint remains one of the main reasons for visiting a hand centre.
doc38	4	Whenever the conservative treatment fails, the surgical approach will be offered.
doc38	5	This treatment should be indicated individually for each patient, depending on various factors as the age, the degeneration degree, the functional demand and so on.
doc38	7	The average age of the patients was 53,89 years, with predominance of females (89,28%).
doc38	9	In 11 cases an arthroscopic arthroplasty was performed (ATK), in 11 patients a CMC fusion and in 5 a ligamentoplasty.
doc38	10	Out of the 112 patients, 63 patients have been controlled, with an average F-U of 19.5 months.
doc38	12	Focus on the pain, assessed by the visual analog scale, the improvement was 5.62, 5.98, 6 and 6.33 points respectively, compared to the preoperative situation.
doc38	13	These outcomes confirm the usefulness of the suspension-interposition arthroplasty as an ideal technique for the common patient of CMC arthritis.
doc39	7	The law that regulates the different assisted reproduction treatments is Law 14/2006 of May 26, published in B.O.E.
doc39	11	It is concluded that the percentage of cesareans and multiple pregnancies is higher in the pregnancies obtained by the different T.R.A. than in natural pregnancies and that the worst perinatal results are basically when the woman is over 40 and in multiple pregnancies.
doc40	1	How is the distribution of automatic external defibrillators in Euskadi?
doc40	3	Spanish legislation requires the placement of these devices in certain places with a large influx of public.
doc40	4	With the present work we wanted to analyze what is its distribution in Euskadi, and if it was adjusted to the population of each of its provinces.
doc40	5	At the time of carrying out this study, a total of 1711 DEAs have been counted in Euskadi, although there is no homogeneous distribution between Vizcaya, Guipúzcoa and Álava.
doc41	1	Stereotactic radiotherapy (SBRT) in localized non-small cell lung carcinoma (CNMP).
doc41	2	Stereotactic body radiation therapy (SBRT) has emerged as a treatment for early stage non-small cell lung cancer (NSCLC), particularly for patients who are unable to tolerate surgical resection, and possibly as an alternative to surgery for some appropriately selected patients.
doc41	3	Data from numerous retrospective studies and clinical trials have demonstrated that SBRT is a safe and effective treatment, with results rivaling those of surgical resection, for early NSCLC.
doc42	1	The rol of the physical therapists as integrated professional in resuscitation/intensive care units.
doc42	2	In the majority of the developed countries, physical therapists play a very important role within the multidisciplinary teams of intensive care Units (ICU).
doc42	4	However, this is not the case in the Basque Healthcare Service Osakidetza, where there are no physiotherapists whatsoever integrated in resuscitation units.
doc42	5	There is strong evidence of the presence of physical therapists in ICUs having a direct effect on the shortening of the mechanical ventilation time and the hospital stay of patients, resulting in reduced economical expenses for healthcare services.
doc42	7	The rehabilitation of patients in these units requires the acquisition of very specific knowledge in respiratory physiotherapy, as well as good communication skills and technical rigour to ensure maximum quality rehabilitation, always respecting safety parameters and the patient's autonomy principles.
doc43	1	1918 influenza microbiology: from Pfeiffer’s bacillus to the reconstruction of virus A H1N1 in cadavers in permafrost.
doc43	2	After 100 years of the flu pandemic of 1918, also called the Spanish flu, and in the face of a new viral pandemic caused by the SARS-CoV-2 Coronavirus, it is necessary and timely to carry out an analysis of the main historical milestones of this major disease.
doc43	3	The study of the virus that caused the 1918 flu pandemic has resulted in one of the most exciting stories in modern microbiology.
doc43	4	The objective of this paper is to gain a deeper understanding of the revolutionary research work that led to the discovery, complete genome sequencing, and genetic reconstruction of the 1918 influenza virus, which may help us to understand the current COVID-19 pandemic.
doc44	1	The Spanish Influenza in the Basque Country and the world.
doc44	1	At the beginning of the First World War, the population of the world was 1,825,000,000.
doc44	2	During the Spanish flu pandemic (1918-1920), half of the world’s population became ill, with about 40 million people dying, which is 2.5% of all the world’s inhabitants.
doc44	3	The Spanish flu pandemic killed, in Europe, 4 million people, which is 1.1% of its total population.
doc44	4	The southern countries had higher rates of excess mortality (e.g. Italy 15.1 deaths per 1000 inhabitants) than the northern countries of the continent (e.g. Norway 5.6 deaths per 1000 inhabitants).
doc44	5	By age, the most affected population group was young adults.
doc44	6	Of the 4 or 5 waves it had, the most serious was the second (autumn 1918), with most of the deaths concentrated in the months of October and November 1918.
doc45	1	The Spanish flu in Bilbao.
doc45	2	Demographic analysis of the pandemic and its consequences from different information sources.
doc45	3	The objective of this study is the analysis of the Spanish flu pandemic of 1918-1920 in the city of Bilbao.
doc45	4	The capital of Biscay reaches high mortality rates as a result of the Spanish flu.
doc45	5	From a demographic perspective, various aspects related to the pandemic have been analyzed: On the one hand, the different sources of information available at the time, the Civil Registry and the Statistical Bulletin of Bilbao, have been studied.
doc45	6	The data provided by both sources have been compared and the differences have been explained.
doc45	7	The different possible methodologies in the study of the pandemic have also been analyzed: The study of direct deaths from influenza, pneumonia and bronchopneumonia and the study of excess mortality.
doc45	8	On the other hand, the population effects of the Spanish flu in the capital of Biscay have been described, especially the differences in mortality by the age or the sex of the deceased, or the direct relationship with crude birth rates.
doc46	1	The second wave of the 1918 pandemic flu in Irun in the press.
doc46	2	Due to its status as a border city, Irún especially suffered from the 1918 epidemic flu.
doc46	3	Specifically, the second wave, which arrived at its doors from France in September, thanks to the heavy traffic of Portuguese soldiers and seasonal workers.
doc46	4	However, in the local press, initially, the disease has not importance, which occupies minimal space and in areas of less interest until after the death peak, on September 21 and 22.
doc46	5	It is in early October when the pandemic receives the most attention.
doc46	7	The absence of local information about the flu and the concealment of its terrible effects in the city of Irún is striking.
doc46	8	In November, the people most involved in the social and health struggle are thanked for their work, and initiatives are cited to alleviate the effects, but interest in the epidemic soon waned, cornered in the press by the end of the First World War.
doc47	1	The 1918 flu pandemic in the child population of Bilbao.
doc47	2	The 1918 flu pandemic did not affect the entire population equally.
doc47	3	Drawing on the Bilbao Municipal Statistics Bulletins (1917-1920) as main source, an epidemiological study has been conducted to determine the impact left by this pandemic on crude mortality rate (CMR) for children (0 to 14 years) in this town.
doc47	4	Evidence shows a significant increase in infant mortality.
doc47	5	Only in 1918, the CMR due to influenza rose to 6.72 per 1000, compared to 0.68 per 1000 in 1917.
doc48	1	Pharmaceutical dispensing in Bizkaia during the spanish flu pandemic.
doc48	2	The Aramburu Pharmacy Museum preserves all prescription books used since its opening in January 1888.
doc48	3	For this reason, we have been able to keep track of the therapeutic treatments applied to patients with Spanish flu in 1918.
doc48	4	Therefore, we become aware of the transformation undergone by medication, which at first was produced at the pharmacy itself - in the form of magistral formulas or officinal preparations - and thereafter went into industrial production by emerging European or North American pharmaceutical laboratories: specific medication or pharmaceutical specialties.
doc49	1	The social and sanitary assistance in Bilbao during the flu pandemic of 1918.
doc49	2	The actions carried out by the Bilbao City Council during the 1918 flu pandemic are detailed, as seen by the doctors and the press of the time.
doc49	3	How the sanitary and social assistance were developed, as well as the measures of public hygiene and supplies of provisions and pharmacy.
